timestamp,equity
2026-08-14T17:45:00+00:00,100000.0
2026-08-14T18:00:00+00:00,100000.0
2026-08-14T18:15:00+00:00,100000.0
2026-08-14T18:30:00+00:00,100000.0
2026-08-14T18:45:00+00:00,100000.0
2026-08-14T19:00:00+00:00,100000.0
2026-08-14T19:10:00+00:00,100000.0
2026-08-17T14:00:00+00:00,100000.0
2026-08-17T14:15:00+00:00,100000.0
2026-08-17T14:30:00+00:00,100000.0
2026-08-17T14:45:00+00:00,100000.0
2026-08-17T15:00:00+00:00,100000.0
2026-08-17T15:15:00+00:00,100000.0
2026-08-17T15:30:00+00:00,100000.0
2026-08-17T15:45:00+00:00,100000.0
2026-08-17T16:00:00+00:00,100000.0
2026-08-17T16:15:00+00:00,100000.0
2026-08-17T16:30:00+00:00,100000.0
2026-08-17T16:45:00+00:00,100000.0
2026-08-17T17:00:00+00:00,100000.0
2026-08-17T17:15:00+00:00,100000.0
2026-08-17T17:30:00+00:00,100000.0
2026-08-17T17:45:00+00:00,100000.0
2026-08-17T18:00:00+00:00,100000.0
2026-08-17T18:15:00+00:00,100000.0
2026-08-17T18:30:00+00:00,100000.0
2026-08-17T18:45:00+00:00,100000.0
2026-08-17T19:00:00+00:00,100000.0
2026-08-17T19:10:00+00:00,100000.0
2026-08-18T14:00:00+00:00,100000.0
2026-08-18T14:15:00+00:00,100000.0
2026-08-18T14:30:00+00:00,100000.0
2026-08-18T14:45:00+00:00,100000.0
2026-08-18T15:00:00+00:00,100000.0
2026-08-18T15:15:00+00:00,100000.0
2026-08-18T15:30:00+00:00,100000.0
2026-08-18T15:45:00+00:00,100000.0
2026-08-18T16:00:00+00:00,100000.0
2026-08-18T16:15:00+00:00,100000.0
2026-08-18T16:30:00+00:00,100000.0
2026-08-18T16:45:00+00:00,100000.0
2026-08-18T17:00:00+00:00,100000.0
2026-08-18T17:15:00+00:00,100000.0
2026-08-18T17:30:00+00:00,100000.0
2026-08-18T17:45:00+00:00,100000.0
2026-08-18T18:00:00+00:00,100000.0
2026-08-18T18:15:00+00:00,100000.0
2026-08-18T18:30:00+00:00,100000.0
2026-08-18T18:45:00+00:00,100000.0
2026-08-18T19:00:00+00:00,100000.0
2026-08-18T19:10:00+00:00,100000.0
2026-08-19T14:00:00+00:00,100000.0
2026-08-19T14:15:00+00:00,100000.0
2026-08-19T14:30:00+00:00,100000.0
2026-08-19T14:45:00+00:00,100000.0
2026-08-19T15:00:00+00:00,100000.0
2026-08-19T15:15:00+00:00,100000.0
2026-08-19T15:30:00+00:00,100000.0
2026-08-19T15:45:00+00:00,100000.0
2026-08-19T16:00:00+00:00,100000.0
2026-08-19T16:15:00+00:00,100000.0
2026-08-19T16:30:00+00:00,100000.0
2026-08-19T16:45:00+00:00,100000.0
2026-08-19T17:00:00+00:00,100000.0
2026-08-19T17:15:00+00:00,100000.0
2026-08-19T17:30:00+00:00,100000.0
2026-08-19T17:45:00+00:00,100000.0
2026-08-19T18:00:00+00:00,100000.0
2026-08-19T18:15:00+00:00,100000.0
2026-08-19T18:30:00+00:00,100000.0
2026-08-19T18:45:00+00:00,100000.0
2026-08-19T19:00:00+00:00,100000.0
2026-08-19T19:10:00+00:00,100000.0
2026-08-20T14:00:00+00:00,100000.0
2026-08-20T14:15:00+00:00,100000.0
2026-08-20T14:30:00+00:00,100000.0
2026-08-20T14:45:00+00:00,100000.0
2026-08-20T15:00:00+00:00,100000.0
2026-08-20T15:15:00+00:00,100000.0
2026-08-20T15:30:00+00:00,100000.0
2026-08-20T15:45:00+00:00,100000.0
2026-08-20T16:00:00+00:00,100000.0
2026-08-20T16:15:00+00:00,100000.0
2026-08-20T16:30:00+00:00,100000.0
2026-08-20T16:45:00+00:00,100000.0
2026-08-20T17:00:00+00:00,100000.0
2026-08-20T17:15:00+00:00,100000.0
2026-08-20T17:30:00+00:00,100000.0
2026-08-20T17:45:00+00:00,100000.0
2026-08-20T18:00:00+00:00,100000.0
2026-08-20T18:15:00+00:00,100000.0
2026-08-20T18:30:00+00:00,100000.0
2026-08-20T18:45:00+00:00,100000.0
2026-08-20T19:00:00+00:00,100000.0
2026-08-20T19:10:00+00:00,100000.0
2026-08-21T14:00:00+00:00,100000.0
2026-08-21T14:15:00+00:00,100000.0
2026-08-21T14:30:00+00:00,100000.0
2026-08-21T14:45:00+00:00,100000.0
2026-08-21T15:00:00+00:00,100000.0
2026-08-21T15:15:00+00:00,100000.0
2026-08-21T15:30:00+00:00,100000.0
2026-08-21T15:45:00+00:00,100000.0
2026-08-21T16:00:00+00:00,100000.0
2026-08-21T16:15:00+00:00,100000.0
2026-08-21T16:30:00+00:00,100000.0
2026-08-21T16:45:00+00:00,100000.0
2026-08-21T17:00:00+00:00,100000.0
2026-08-21T17:15:00+00:00,100000.0
2026-08-21T17:30:00+00:00,100000.0
2026-08-21T17:45:00+00:00,100000.0
2026-08-21T18:00:00+00:00,100000.0
2026-08-21T18:15:00+00:00,100000.0
2026-08-21T18:30:00+00:00,100000.0
2026-08-21T18:45:00+00:00,100000.0
2026-08-21T19:00:00+00:00,100000.0
2026-08-21T19:10:00+00:00,100000.0
2026-08-24T14:00:00+00:00,100000.0
2026-08-24T14:15:00+00:00,100000.0
2026-08-24T14:30:00+00:00,100000.0
2026-08-24T14:45:00+00:00,100000.0
2026-08-24T15:00:00+00:00,100000.0
2026-08-24T15:15:00+00:00,100000.0
2026-08-24T15:30:00+00:00,100000.0
2026-08-24T15:45:00+00:00,100000.0
2026-08-24T16:00:00+00:00,100000.0
2026-08-24T16:15:00+00:00,100000.0
2026-08-24T16:30:00+00:00,100000.0
2026-08-24T16:45:00+00:00,100000.0
2026-08-24T17:00:00+00:00,100000.0
2026-08-24T17:15:00+00:00,100000.0
2026-08-24T17:30:00+00:00,100000.0
2026-08-24T17:45:00+00:00,100000.0
2026-08-24T18:00:00+00:00,100000.0
2026-08-24T18:15:00+00:00,100000.0
2026-08-24T18:30:00+00:00,100000.0
2026-08-24T18:45:00+00:00,100000.0
2026-08-24T19:00:00+00:00,100000.0
2026-08-24T19:10:00+00:00,100000.0
2026-08-25T14:00:00+00:00,100000.0
2026-08-25T14:15:00+00:00,100000.0
2026-08-25T14:30:00+00:00,100000.0
2026-08-25T14:45:00+00:00,100000.0
2026-08-25T15:00:00+00:00,100000.0
2026-08-25T15:15:00+00:00,100000.0
2026-08-25T15:30:00+00:00,100000.0
2026-08-25T15:45:00+00:00,100000.0
2026-08-25T16:00:00+00:00,100000.0
2026-08-25T16:15:00+00:00,100000.0
2026-08-25T16:30:00+00:00,100000.0
2026-08-25T16:45:00+00:00,100000.0
2026-08-25T17:00:00+00:00,100000.0
2026-08-25T17:15:00+00:00,100000.0
2026-08-25T17:30:00+00:00,100000.0
2026-08-25T17:45:00+00:00,100000.0
2026-08-25T18:00:00+00:00,100000.0
2026-08-25T18:15:00+00:00,100000.0
2026-08-25T18:30:00+00:00,100000.0
2026-08-25T18:45:00+00:00,100000.0
2026-08-25T19:00:00+00:00,100000.0
2026-08-25T19:10:00+00:00,100000.0
2026-08-26T14:00:00+00:00,100000.0
2026-08-26T14:15:00+00:00,100000.0
2026-08-26T14:30:00+00:00,100000.0
2026-08-26T14:45:00+00:00,100000.0
2026-08-26T15:00:00+00:00,100000.0
2026-08-26T15:15:00+00:00,100000.0
2026-08-26T15:30:00+00:00,100000.0
2026-08-26T15:45:00+00:00,100000.0
2026-08-26T16:00:00+00:00,100000.0
2026-08-26T16:15:00+00:00,100000.0
2026-08-26T16:30:00+00:00,100000.0
2026-08-26T16:45:00+00:00,100000.0
2026-08-26T17:00:00+00:00,100000.0
2026-08-26T17:15:00+00:00,100000.0
2026-08-26T17:30:00+00:00,100000.0
2026-08-26T17:45:00+00:00,100000.0
2026-08-26T18:00:00+00:00,100000.0
2026-08-26T18:15:00+00:00,100000.0
2026-08-26T18:30:00+00:00,100000.0
2026-08-26T18:45:00+00:00,100000.0
2026-08-26T19:00:00+00:00,100000.0
2026-08-26T19:10:00+00:00,100000.0
2026-08-27T14:00:00+00:00,100000.0
2026-08-27T14:15:00+00:00,100000.0
2026-08-27T14:30:00+00:00,100000.0
2026-08-27T14:45:00+00:00,100000.0
2026-08-27T15:00:00+00:00,100000.0
2026-08-27T15:15:00+00:00,100000.0
2026-08-27T15:30:00+00:00,100000.0
2026-08-27T15:45:00+00:00,100000.0
2026-08-27T16:00:00+00:00,100000.0
2026-08-27T16:15:00+00:00,100000.0
2026-08-27T16:30:00+00:00,100000.0
2026-08-27T16:45:00+00:00,100000.0
2026-08-27T17:00:00+00:00,100000.0
2026-08-27T17:15:00+00:00,100000.0
2026-08-27T17:30:00+00:00,100000.0
2026-08-27T17:45:00+00:00,100000.0
2026-08-27T18:00:00+00:00,100000.0
2026-08-27T18:15:00+00:00,100000.0
2026-08-27T18:30:00+00:00,100000.0
2026-08-27T18:45:00+00:00,100000.0
2026-08-27T19:00:00+00:00,100000.0
2026-08-27T19:10:00+00:00,100000.0
2026-08-28T14:00:00+00:00,100000.0
2026-08-28T14:15:00+00:00,100000.0
2026-08-28T14:30:00+00:00,100000.0
2026-08-28T14:45:00+00:00,100000.0
2026-08-28T15:00:00+00:00,100000.0
2026-08-28T15:15:00+00:00,100000.0
2026-08-28T15:30:00+00:00,100000.0
2026-08-28T15:45:00+00:00,100000.0
2026-08-28T16:00:00+00:00,100000.0
2026-08-28T16:15:00+00:00,100000.0
2026-08-28T16:30:00+00:00,100000.0
2026-08-28T16:45:00+00:00,100000.0
2026-08-28T17:00:00+00:00,100000.0
2026-08-28T17:15:00+00:00,100000.0
2026-08-28T17:30:00+00:00,100000.0
2026-08-28T17:45:00+00:00,100000.0
2026-08-28T18:00:00+00:00,100000.0
2026-08-28T18:15:00+00:00,100000.0
2026-08-28T18:30:00+00:00,100000.0
2026-08-28T18:45:00+00:00,100000.0
2026-08-28T19:00:00+00:00,100000.0
2026-08-28T19:10:00+00:00,100000.0
